index,name,lyric
,bag-i-husnun-o-guzel-gulleri-soldu,"['Bağ-ı hüsnün o güzel gülleri soldu', 'O güzel günlerimiz bir hayâl oldu', 'Ufku ümmîde hazân gölgesi doldu', 'O güzel günlerimiz bir hayâl oldu', '']"
,bahane,"['Alem bahanedir varlığın için', 'Çiçekler, yapraklar, dallar bahane', 'Kendini kendinden gizlediğin için', 'Arılar, petekler, ballar bahane', ' Kastın var aşkı nalân etmeye', 'Gözünü, gönlünü giryan etmeye', 'Aşkını kendine ilân etmeye', ""Leylâ'lar, Mecnun'lar bahane"", '']"
,bahar-gelmis-neyleyim,"['Ah, bahar gelmiş neyleyeyim', 'Neyleyeyim baharı, yazı sen olmayınca', 'El eleydik bir zamanlar, göz gözeydik, diz dizeydik', 'Biz bizeydik bir zamanlar', 'Yaz oldu, bahar oldu şu yalancı dünyada', 'Hayat güzeldi senin yanında', 'Yalanmış aşkın, yazık ki aldandım', 'Ümit verirken güzeldi dünya', 'Seven yanarmış; yazık sana kandım', 'Bahar gelmiş neyleyim', 'Neyleyim, ah neyleyim sen olmayınca']"
,bahari-bekleyen-kumrular-gibi,"['Baharı bekleyen kumrular gibi', 'Sende beni bekle sakın unutma', 'Ellerin havada gözlerin yolda', 'Bir tanrıyı bir de beni sakın unutma', ' Çınladın durdun kulaklarımda', 'Süzülen yaştın yanaklarımda', 'Bir şarkı oldun dudaklarımda', 'Senin ismini söyledim durdum', ' Bende unutamam geçsede yıllar', 'Seviyorum seni dünyalar kadar', 'Dudaklarımda ismin gözümde yaşlar', 'Bir tanrıyı bir de beni sakın unutma']"
,baharin-gulleri-acti,"['Baharın gülleri açtı', 'Yine mahzundur bu gönlüm', 'Etrafa neşeler saçtı', 'Beyhude geçti bu ömrüm', ' Ah gülemem, hiç gülemem', 'Öyle sırdır ah bu gönlüm', 'Kimselere söyleyemem', 'Ah bu gönlüm', ' Kime canım dedim', 'Terk edip kaçtı', 'Üstelik başıma', 'Bin bir dert açtı', 'Ah gülemem']"
,bahcevan,"['Elmayı alan bilir oy oy', 'Şeftaliyi satan bilir oy oy', 'Güzel kızın sevmesini oy oy', 'Kimsesiz yatan bilir oy oy', ' Bahçevan geldi', 'Deh deh dül dül', 'Sen düldülsün ben bülbül', ' Ayvalarım sarardı oy oy', 'Deli gönlüm karardı oy oy', 'Yare narı yolladım oy oy', 'İçinde kalbim vardı oy oy', '']"
,bakisi-cagirir,"['Bakışı çağırır beni uzaktan', 'Varınca çatılır kaşlar nedendir', 'Bir yandan hoşlanır azarlamaktan', 'Bir yandan gözünde yaşlar nedendir', 'Derindir alnımda gurbet çizgisi', 'Değişmez diyorlar bahtın yazısı', 'Gönlümün içinde var ki bir sızı', 'Her akşam yeniden başlar nedendir', 'Hasreti bağlayıp sazın teline', 'Yıllardır çıkmışım gurbet eline', 'Düşmüşüm bu yüzden elin diline', 'Üstelik yar beni taşlar nedendir']"
,bana-bir-ask-masalindan,"['Bana bir aşk masalından şarkılar söyle', 'Kalbimin bahçesinde gülleri gör de', 'Seni sevmek dileğimdi, herşeyim sendin', 'Sensiz alem zindan oldu, sevgilim bana, dön yine bana', 'Seni sevdim diyebilsem ölürüm inan, ölürüm inan', 'O güzel gözlere baksam eririm, eririm bir an', '']"
,bayram-gecesi,"['Hoş geldin evimize, şiir oldun dilimize bayram gecesi..', ' Altın hilalin ince ışığı serpilince ,', 'Bürüdü güzelleri gümüş buğulu peçe ;', 'Bayram gecesi..', ' Hoş geldin evimize, şiir oldun dilimize bayram gecesi..', ' Söz yok ab ü tabına, kanılmaz şarabına,', 'Yurdun İnce kızları, eş olur mehtabına ;', 'Bayram gecesi..', ' Hoş geldin evimize şiir oldun dilimize bayram gecesi..', "" Neş'e gibi taşalım, engelleri aşalım ,"", 'Gel seninle sevgili bizde bayramlaşalım ;', 'Bayram gecesi..', ' Hoş geldin evimize şiir oldun dilimize bayram gecesi']"
,beklenen-sarki,"['Gözlerinin içine başka hayal girmesin', 'Gözlerinin içine başka hayal girmesin', 'Bana ait çizgiler dikkat et silinmesin', 'Bana ait çizgiler dikkat et silinmesin', ' İstersen yum gözlerini', 'Tıpkı düşünür gibi', 'Benden evvel başkası', 'Sakın seni görmesin', ' Benden evvel başkası', 'Seni görüp sevmesin', ' ']"
,bekleyis,"['Gitti gelmez artık baharın rüzgarı ', 'Bak gelip çattı hasretin zamanı ', 'İşte yarım kaldı gönlümün rüyası ', 'Sevda artık yalancı ', ' Sana kim öğüt verdi ', 'Kimden öğrendin ayrılığı ', 'Söyle kimler tattırdı yalnızlığı ', 'Hangi kader gurbete attı ', ' Yetmez mi? bitmez mi? ', 'Senden ayrı kalmanın korkusu ', 'Dönmez mi? gelmez mi? ', 'Yıllar süren bu yolun yolcusu. ', '  Söz:  Sezen Cumhur Önal']"
,belalim,"['Uçurum uçurum gözlerine baktığım sensin', 'Prangalarca boynuma takığım sensin', 'Dağ gölleri gibi gibi hasret çektiğim', 'Her gece uyku diye yattığım sensin', ' Yanarım, yanarım', 'tutuşur yanarım ', 'kavurur ateşim  ', 'seni de beni de belalım ', '  Gün değmemiş ormanlarda yittiğim sensin', 'Ömrüme ömür diye kattığım sensin', 'Deli deli boranlarda aç denizlerde', 'Teninin tuzunu canım tattığım sensin', '']"
,belki-bir-sabah-geleceksin,"['Belki bir sabah geleceksin', 'Lakin vakit geçmiş olacak', 'Gönül hicran şarabından', 'Yudum yudum içmiş olacak', ' Belki bir sabah geleceksin', 'Lakin vakit geçmiş olacak, geçmiş olacak', 'Gönül hicran şarabından', 'Yudum yudum içmiş olacak,yudum yudum içmiş olacak', ' Güzelde olsa inanmam artık senin sözlerine', 'Bahar bitmiş olacak bitmiş olacak', 'Gönül hicran şarabından', 'Yudum yudum içmiş olacak,yudum yudum içmiş olacak']"
,ben-aglarken-o-ellerle-guluyordu,"['Ben ağlarken o ellerle gülüyordu', 'Ben yanarken aşk yalandır diyordu', ' Mecnun gibi sevdiğimi biliyordu', 'Sevdim dedim niye sevdin diye sordu', ' Geçen tatlı hatıralar hayal oldu', 'Aşkın ile güler yüzü nasıl soldu', ' Deli gönül senin için yanıyordu', 'Sevdim dedim niye sevdin diye sordu']"
,ben-kuskunum-felege,"['Ben küskünüm feleğe', 'Düştüm bitmez çileye', 'Nerelere gideyim', 'Kara bahtım gülmeye', ' Ben küskünüm feleğe', 'Düştüm bitmez çileye', ' Ben ne ettim feleğe', 'Verdi bana bu derdi', 'Yıllardır hep ağlattı', 'Şu gönlü güldürmedi', ' Ben küskünüm feleğe', 'Düştüm bitmez çileye']"
,ben-seni-unutmak-icin-sevmedim,"['Ben seni unutmak için sevmedim', 'Gülmen ayrılık demekmiş,bilmedim', 'Bekledim sabah akşam yollarını', 'Ölmek istedim,bir türlü ölmedim', ' Aşk bu mu,sevda bu mu,hayat bu mu', 'Kalp acı,dünya hüzün,göz yaş dolu', ' Şimdi sen kimbilir nerelerdesin', 'Gelir gecelerden koşarak sesin', 'Bana en acı haber kiminlesin', 'Adını içimden hala silmedim', ' Aşk bu mu,sevda bu mu,hayat bu mu', 'Kalp acı,dünya hüzün,göz yaş dolu']"
,ben-zeki-muren,"['Sevgi dolu bir dünyam var dört yanımda tüm insanlar', 'Dünya malı neye yarar dostluklarla yaşıyorum', 'Şiirlerde romanlarda', 'Gelmiş geçmiş zamanlarda', 'Tamburlarda kemanlarda şarkılarla yaşıyorum', 'Devgilerden nakışlarla mutlu mutsuz bakışlarla', 'Kalpten kalbe akışlarla alkışlarla yaşıyorum', ' Ben de sevdim bir zamanlar içimde bin hatıra var', 'Herkes hayatını yaşar anılarla yaşıyorum', 'Ne köşklerde ne sarayda', ' ']"
,beni-canimdan-ayirdi,"['Beni canımdan ayırdı ahh', 'Gönlümü yıktı temelden', 'Beni canımdan ayırdı ahh', 'Gönlümüü yıktı temelden', ' Seni sevmek ne suçmuş ki', 'Bilmedim yandım ezelden', 'Seni sevmek ne suçmuş ki', 'Bilmedim yandım ezelden', ' Seni bana beni sana', 'Kavuştursun Yarab tez elden', 'Seni bana beni sana', 'Kavuştursun Yarab tez elden', ' Seni sevmek ne suçmuş ki', 'Bilmedim yandım ezelden ahh', 'Seni sevmek ne suçmuş ki', 'Bilmedim yandım ezelden']"
,beni-de-alin-ne-olur-koynununuza-hatiralar,"['Beni de alın ne olur koynunuza hatıralar', 'Dolanıp kalayım bir an boynunuza hatıralar', 'Yeriniz ne, yurdunuz ne, benden böyle korkunuz ne', 'Duyuyorum sesinizi, bazen derin bir kuyudan', 'Dinliyorum uzakları kalkıp derin bir uykudan', 'Beni de alın ne olur koynunuza hatırlar', 'Bu ömür tükenecek yolunuza hatıralar', '']"
,beni-kalbinde-ara,"['Yorgun bir hasretle', 'Dönersen birgün', 'Beni burda değil', 'Kalbinde ara', ' Ne kadar yıkılmış', 'Olsamda o gün', 'Beni bende değil', 'Kendinde ara', ' Yıllar aldığını', 'Vermez ki geri', 'Kaybolan ümitler', 'Dönmez ki geri', ' Boşuna suçlama', 'Artık kaderi', 'Hatayı günahı', 'Kendinde ara']"
,beni-sanki-sen-yarattin,"['Bir derdime bin dert kattın', ""Güldürme'din   hep ağlattın"", ' Beni dilden dile sattın', 'Gurbet ellerine attın', 'Yaralarım hep kanattın', 'Beni sanki sen yarattın', ' Bana zulmeti bıraktın', 'Beni ateşinle yaktın', ' Usandım canımdan bıktım', 'Bana düşman gibi baktın', 'Günlerimi hep karartın', 'Beni sanki sen yarattın']"
,beni-sevmeni-istiyorum,"['Seninle buluşmamız ne kadar zor olsa da,', 'Senden sadece beni sevmeni istiyorum.', 'Beş dakika baş başa kalmamız suç olsa da', 'Senden sadece beni sevmeni istiyorum.', ' Çağırsam bile gelme,yorulma ne olursun,', 'Sen üzülme,incinme,kırılma ne olursun,', 'Beni yanlış anlama,darılma ne olursun,', 'Senden sadece beni sevmeni istiyorum.', ' Bir gün bensiz kalsan da benimle yaşamanı,', 'Aşkımın değerini sır gibi taşımanı,', 'Nemli bakışlarınla resmimi okşamanı', 'Senden sadece beni sevmeni istiyorum.', ' Senden tek dileğim var,özel imtiyaz değil,', 'Kulun başka bir kula ibadeti farz değil,', 'Haşa! Yaratan gibi beş vakit namaz değil,', 'Senden sadece beni sevmeni istiyorum.']"
,benim-yarim-gelisinden-bellidir,"['Benim yarim gelişinden bellidir', 'Ak elleri deste deste güllüdür', 'İbrişim kuşaklı ince bellidir', 'İnce bellerini sar dedi bana', ' Gel gel aman gelişine', 'Gül gül aman gülüşüne', 'Hayran(Kurban) olayım', ' Mestinede deli gönül mestine', 'Aşık olan gül gönderir dostuna', 'İpek mendilini attı üstüme', 'Ağlarsan sevdiğim sil dedi bana']"
,benimde-canim-var,"['Aşkımla oynama,kumar değildir', 'Seviyorum demek,hüner değildir', 'Benimde canım var,bende insanım', 'Benimde kalbim var,bende insanım', 'Belki güzel değil,çirkinim amma', 'Gel sen acı bari,düşürme gama', 'Benimde canım var,bende insanım', 'Benimde kalbim var,bende insanım', '']"
,birakin-yasayayim,"['Ben de insanım dostlar', 'Anlayın hislerimi', 'Karşılıksız severim', 'Gönül benim değil mi ?', ' Bana vazgeç demeyin', 'Ona verdim kalbimi', 'Karşılıksız severim', 'Gönül benim değil mi ?', ' Gidin artık gönlümden', 'Yaşantımdan, ömrümden', 'Bırakın yaşayayım', 'Hayat benim değil mi ?', ' Gidin artık gönlümden', 'Yaşantımdan, ömrümden', '']"
,bin-gul-cikarirdim-sana-kalbimdeki-kulden,"['Bin gül çıkarırdım sana kalbimdeki külden', 'Bir gün beni ansaydın eğer sen de gönölden', 'Bülbül gibi yanmazdi gönül sevdiği gülden', 'Bir gün beni ansaydın eğer sen de gönülden', '']"
,bir-atesim-yanarim,"['Bir ateşim yanarım, külüm yok dumanım yok', 'Sen yoksan mekânım belli değil, zamânım yok', 'Doğarken yakışmış benimsin, tenimsin, silemem', 'Benim senden başka sığınacak limanım yok', '']"
,bir-bahar-aksami,"['Bir bahar akşamı rastladım size', 'Bir bahar akşamı rastladım size', 'Sevinçli bir telaş içindeydiniz derinden bakınca', 'gözlerinize', 'Neden başınızı öne eğdiniz neden başınızı öne eğdiniz', ' İçimde uyanan eski bir arzu', 'İçimde uyanan eski bir arzu', 'Dedi ki yıllardır aradığın bu şimdi soluyorum büküp boynumu', 'Daha önceleri neredeydiniz daha önceleri neredeydiniz']"
,bir-dame-dusurdu-ki-beni-bahti-siyahim,"['Bir dâme düşürdü ki beni baht-ı siyâhım', 'Vallahi bu sevdada benim yoktu günahım', 'Etmezse inayet bana ol çehresi mahım', 'Mutlak onu da mahvedecek âteş-i ahım', '']"
,bir-demet-yasemen,"['BİR DEMET YASEMEN,', 'AŞKIMIN TEK HATIRASI,', 'BİTMİYOR AYRILIK,', 'DİNMİYOR GÖNLÜMÜN HİCRAN YARASI,', 'AĞLASAM İNLESEM,', 'SİLİNMEZ BAHTIN KARASI,', 'BİTMİYOR AYRILIK,', 'DİNMİYOR GÖNLÜMÜN HİCRAN YARASI,', ' ŞİİR:', 'TEKRAR O MEVSİM GELSE,', 'TEKRAR YASEMENLER AÇSA,', 'AŞKIMIZIN ANISINI, ', 'O BEYAZLIKTA YENİDEN YAŞASAK,', 'BÜTÜN YASEMENLERİ AL BENDEN,', 'HEPSİ SENİN OLSUN,', 'DÖN BANA ARTIK DÖN, DÖN ARTIK.']"
,bir-evet-yeter,"['Gün gelir gidersen çok şey istemem', 'Bir resim, bir çiçek, bir anı yeter', 'Senden bir teselli bil ki beklemem', 'Bir şişe, bir kadeh, bir şarkı yeter', ' İstemem bir gölge düşsün sevdama', 'Razıyım ömrümce gönül yarama', 'Beni öldürmeye hançer arama', 'Bir mektup, bir mendil, bir veda yeter', ' Oysa çok değildi isteğim senden', 'Bir ümit, bir ışık, bir evet yeter', 'Başka bir hazine beklemem senden', 'Bir bakış, bir gülüş, bir buse yeter', ' İstemem bir gölge düşsün sevdama', 'Razıyım ömrümce gönül yarama', 'Beni öldürmeye hançer arama', 'Bir mektup, bir mendil, bir veda yeter...']"
,bir-gonlume-bir-hali-perisanima-bakarim,"['Bir gönlüme bir hâl-i perişanıma baktım', 'Zalim seni yâd eyleye, ah eyleye çaktım', 'Sen yoksun, o yok ben yalnız çıldıracaktım', 'Zalim seni yâd eyleye, ah eyleye çaktım', '']"
,bir-gonul-hikayesi,"['Bir gönül hikayesi anlatırdı gözlerin', 'Uzaklarda olsan da senin kalbimde yerin', 'anlatamam kalbimim macerası çok derin', 'uzaklarda olsan da senin kalbimde yerin', '']"
,bir-gulu-sevdim,"['İsyan etmedim', 'Pişman değilim', 'Taş bastım kan ağlayan bağrıma', 'İstemem kimse gelmesin yanıma', 'Dertliyim dertli', 'Dertliyim dertli', ' Bir gülü sevdim, bir onu sevdim', 'Tek mevsimlikmiş ah geçiverdi', 'Gel etme dedim, kal gitme dedim', 'Söz dinlemedim, ah kaçıverdi', ' ']"
,bir-han-kosesinde-kalmisim-hasta,"['Bir han köşesinde kalmışım hasta', 'Gözlerim kapıda kulağım seste', 'Kendim gurbet elde yüreğim yasta', ' Gelme ecel, gelme üç gün ara ver', 'Al benim sevdamı götür yareler, yareler...', ' Felek sen mi kaldın bana gülecek ?', 'Akıttın gözyaşım kimler silecek ?', 'Dediler ki bana yarin gelecek', ' Gelme ecel, gelme üç gün ara ver', 'Al benim sevdamı götür yareler, yareler']"
,bir-ilkbahar-sabahi,"['Bir ilkbahar sabahı güneşle uyandın mı hiç', 'Çılgın gibi koşarak kırlara uzandın mı hiç', 'Bir ilkbahar sabahı güneşle uyandın mı hiç', 'Çılgın gibi koşarak kırlara uzandın mı hiç', 'Bir his dolup içine uçuyorum sandın mı hiç', 'Bir his dolup içine uçuyorum sandın mı hiç', 'Geçen günlere yazık yazık etmişsin gönül sen', 'Öyle ise hiç sevmemiş sevilmemişsin gönül sen', ' Geçen günlere yazık yazık etmişsin gönül sen', 'Öyle ise hiç sevmemiş sevilmemişsin gönül sen', 'Albümdeki o resme bakarken ağladın mı hiç', 'Mazideki günlere kalbini bağladın mı hiç', 'Albümdeki o resme bakarken ağladın mı hiç', 'Mazideki günlere kalbini bağladın mı hiç', 'Geçen günlere yazık yazık etmişsin gönül sen', 'Öyle ise hiç sevmemiş sevilmemişsin gönül sen', 'Geçen günlere yazık yazık etmişsin gönül sen', 'Öyle ise hiç sevmemiş sevilmemişsin gönül sen']"
,bir-kere-bakanlar,"['Bir kere bakanlar unutur derdi günahı', 'Görmeme gözünün nuruna daldıkça sabahı', 'Ben hiç bu kadar sevmedim ömrümce siyahı', 'Görmeme gözünün nuruna daldıkça sabahı', '']"
,bir-mektup-bir-resim,"['Belli ki terk edip gitmişsin beni', 'Sen yoktun bir hüzün vardı odada', 'Anladım maziye gömmüşsün beni', 'Bir mektup, bir resim vardı masada', ' Yıktın gönlümde ki aşka inancı', 'Bil ki unutulmak ölümden acı', 'Yazılar tanıdık sözler yabancı', 'Bir mektup, bir resim vardı masada', ' Bir kalemde beni silip atmışsın', 'Bu aşkın sonu yok diye yazmışsın', 'Herşey bitti diye imza atmışsın', 'Bir mektup, bir resim vardı masada', ' Yıktın gönlümde ki aşka inancı', 'Bil ki unutmak ölümden acı', 'Yazılar tanıdık sözler yabancı', 'Bir mektup, bir resim vardı masada']"
,bir-muhabbet-kusu,"['Kalbimi bezlederim minnet-ü zevk-e', 'Dilesen dilesen dilesen', 'Bir muhabbet kuşu da ben olurum', 'Sev diye sen', 'Sevgimin meltemidir', 'Şimdi şu ruhumda esen', 'Ah esen', '']"
,bir-ruzgar-esti-felek,"['Bir rüzgar esti felek', 'Mecalim kesti felek', 'Nereye çadır kursam', 'Gpini kesti felek', ' Baharım güze döndü', 'Ateşim köze döndü', 'Bülbülün derdi birse', 'Benimki yüze döndü', ' Dünya ateş rengine', 'Boyandı ateşinden', 'Sular söndüremedi', 'Su yandı ateşinden', ' Baharım güze döndü', 'Ateşim köze döndü', 'Bülbülün derdi birse', 'Benimki yüze döndü']"
,bir-ruzgardir-gelir-gecer-sanmistim,"['Bir rüzgardır gelir geçer sanmıştım', 'Meğer başımda esen kasırgaymış sevgilim', 'Gönül oyunudur bunun izi kalmaz demiştin', 'Meğer içimde yanan bir volkanmış sevgilim', 'Bir gün olur unutursun demiştin sevgilim', 'Hicranını uyutursun demiştin sevgilim', 'Unutmadım unutmadım', 'Aşka hasret, sana hasret bekliyorum sevgilim', 'Gönül oyunudur bunun izi kalmaz demiştin', 'Meğer içimde yanan bir volkanmış sevgilim']"
,bir-sabah-istiyorum,"['Bir sabah istiyorum gözyaşlarımı silsin', 'Bir akşam istiyorum bana sabırlar versin', 'Bir gece istiyorum sırlarımı o bilsin', 'Yalnız benim olacak bir deva istiyorum', ' Rüzgârlar istiyorum sevgilimle söyleşen', 'Yağmurlar istiyorum gözyaşıma karışan', 'Bir seven istiyorum mecnun ile yarışan', 'Yalnız benim olacak sevgili istiyorum', ' Bir peri istiyorum rüyalarıma girsin', 'Bir melek istiyorum yaralarımı sarsın', 'Tanrıdan diliyorum günahlarımı silsin', 'Yalnız benim olacak bir dua istiyorum']"
,bir-sen-bir-ben-bir-allah-bilir,"['Her gün alevlenen bu aşkımızı', 'Bir sen bir ben bir allah bilir', 'Ne mutlu günler yaşadığımızı', 'Bir sen bir ben birde allah bilir', ' Saçlarını koklar okşar öperdim', 'Şu ömrümüz hep böyle geçse derdim', 'Elini tutuca nasıl titrerdim', 'Bir sen bir ben bir allah bilir', ' Gerçekleri kattık hep hayallere', 'Sevgiler doldurduk boş gönüllere', 'O güzel anları demem ellere', 'Bir sen bir ben bir allah bilir', ' Uyunmaz aşk dolu sakin geceler', 'En güzel duygular ve kelimeler', 'Anlatırdım sana ben neler neler', 'Bir sen bir ben bir allah bilir']"
,bir-sevda-geldi-basima,"['Bir sevda geldi başıma', 'Felek su kattı aşıma', 'Uyku girmiyor gözüme ah', ' Unuttun beni zalim', 'Unuttun beni hain', ' Gülüşün ince kıvrak şensin', 'Bir selam vermeden geçersin', 'Bilsen beni ne çok üzersin', 'Seviyorum seviyorum seviyorum seni zalim', ' ']"
,bir-sevgi-istiyorum,"['yılları durduracak ', 'güneşi doğduracak ', 'dünyamı dolduracak ', 'bir sevgi istiyorum ', ' deli gibi sevecek ', 'ömür boyu sürecek ', 'gözlerimde tütecek ', 'bir sevgi istiyorum ', ' halimi anlayacak ', 'derdime katlanacak ', 'benimle ağlayacak ', 'bir sevgi istiyorum ', ' deli gibi sevecek ', 'ömür boyu sürecek ', 'gözlerimde tütecek ', 'bir sevgi istiyorum']"
,bir-tanem,"['Gözlerine yaş dolmasın istemem', 'Saçlarına ak düşmesin istemem', 'Bir tek dileğim var yüce rabbimden', 'Mutluluklar senin olsun birtanem...', '']"
,bir-tatli-tebessum,"['Bir tatlı tebessümün bin vuslata bedeldir', 'Gözlerin hayat verir aşkın ise eceldir', 'İnan sevgilim sana benden başkası eldir', 'Gözlerin hayat verir aşkın isee eceldir', '']"
,bir-yanginin-kulunu-yeniden-yakip-gectin,"['Gönül penceresinden ansızın bakıp geçtin,', 'Bir yangının külünü yeniden yakıp geçtin,', 'Madem ki son şarkının kırık bir güftesiydin,', 'Niçin yarım bıraktın, neden bırakıp geçtin,', ' Bir yangının külünü yeniden yakıp geçtin,', 'Bir yangının külünü yeniden yakıp geçtin,', ' Ne çok sevmiştim seni ne çok hatırlar mısın,', 'Aşiyan yollarından ses versem duyar mısın,', 'Hala beni düşünür ve hala ağlar mısın,', 'Bir bahar seli gibi dalımdan akıp geçtin', ' Bir yangının külünü yeniden yakıp geçtin,', 'Bir yangının külünü yeniden yakıp geçtin,', '']"
,bir-yaz-gunu-tanismistik,"['Bir yaz günü tanışmıştık', 'Ne de tatlı sevişmiştik', 'Açık kumral saçlarıyla', 'Koyu siyah gözleriyle', 'Sevgilimdi, her şeyimdi', 'Unutmadım, unutamam.', ' Rüya gibi, şiir gibi,', 'Masal gibi bir aşktı o', 'Ömre değer öpüşüyle', 'Tatlı, sıcak gülüşüyle', 'Sevgilimdi, her şeyimdi', 'Unutmadım, unutamam.']"
,bir-yaz-sabahi,"['Bir yaz sabahı gözlerimin ufkuna erken', 'Doğdun güzelim bir bakışın kalbimi deldi', 'Aşk meltemi neşenle esip ruha dolarken', 'Sevginle taşan kahkalar ömre bedeldi', '']"
,bir-yaz-yagmuru-gibi,"['Bir yaz yağmuru gibi geçiverdi askımız', 'İstirabin zehrini iciverdi askımız', 'Cılgınca sevisirken goze geldi askımız', 'İstirabin zehrini içiverdi askımız', '']"
,birgun-karsilasirsak,"['Bir gün karşılaşırsak ayrıldığımız yerde', 'Eller gibi davranıp görmemezlikten gelme', 'Çevirme hiç yüzünü, korkma sen gözlerimden', 'Eller gibi davranıp görmemezlikten gelme', ' Suç kimin, günâh kimin biliyorsun bunu sen', 'Hangimiz dönmüş olduk ettiğimiz yeminden', 'Çevirme hiç yüzünü, korkma sen gözlerimden', 'Eller gibi davranıp görmemezlikten gelme', '']"
,birlikte-bu-aksam-cikalim-seyre-civanim,"['Birlikte bu akşam çıkalım seyre civanım', 'Mehtabi icip mest olalim ruh-i revanm', '(Terennum) gel gel gel kas-i kemanım', 'Gel gel gel gonca dehanım', 'Hüsnun gülüdür, bülbülü gönlümdür o aşkın', 'Gel bülbülü sen gülle kavuştur e mi canım', '']"
,bitmeyen-cile,"['Önce tuttun elimden', 'Sonra neden bıraktın', 'Yıllanmış şarap gibi ah', 'Yaktın içimi yaktın', ' Ecel kapımı çalsa', 'Yine kalbimde sensin', 'Hem aşkımsın sevgilim', 'Hem bitmeyen çilemsin', ' Öyle günler yaşadım', 'Hem el öptüm hem etek', 'Dudağım yanar diye', 'Su içtim üfleyerek', ' Ecel kapımı çalsa', 'Yine kalbimde sensin', 'Hem aşkımsın sevgilim', 'Hem bitmeyen çilemsin']"
